17:48:25.910994 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 3574583819:3574586715, ack 2860355411, win 58, options [nop,nop,TS val 27836492 ecr 27836491], length 2896
17:48:27.014862 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1308992:1311888, ack 1, win 58, options [nop,nop,TS val 27836765 ecr 27836765], length 2896
17:48:27.017553 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1311888:1314784, ack 1, win 58, options [nop,nop,TS val 27836766 ecr 27836765], length 2896
17:48:27.020246 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1314784:1317680, ack 1, win 58, options [nop,nop,TS val 27836766 ecr 27836766], length 2896
17:48:27.022936 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1317680:1320576, ack 1, win 58, options [nop,nop,TS val 27836767 ecr 27836766], length 2896
17:48:27.025628 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1320576:1323472, ack 1, win 58, options [nop,nop,TS val 27836768 ecr 27836767], length 2896
17:48:27.028319 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1323472:1326368, ack 1, win 58, options [nop,nop,TS val 27836768 ecr 27836768], length 2896
17:48:27.031011 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1326368:1329264, ack 1, win 58, options [nop,nop,TS val 27836769 ecr 27836768], length 2896
17:48:27.033702 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1329264:1332160, ack 1, win 58, options [nop,nop,TS val 27836770 ecr 27836769], length 2896
17:48:27.036394 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1332160:1335056, ack 1, win 58, options [nop,nop,TS val 27836770 ecr 27836770], length 2896
17:48:27.039086 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1335056:1337952, ack 1, win 58, options [nop,nop,TS val 27836771 ecr 27836770], length 2896
17:48:27.041777 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1337952:1340848, ack 1, win 58, options [nop,nop,TS val 27836772 ecr 27836771], length 2896
17:48:27.044469 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1340848:1343744, ack 1, win 58, options [nop,nop,TS val 27836772 ecr 27836772], length 2896
17:48:27.047160 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1343744:1346640, ack 1, win 58, options [nop,nop,TS val 27836773 ecr 27836772], length 2896
17:48:27.049852 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1346640:1349536, ack 1, win 58, options [nop,nop,TS val 27836774 ecr 27836773], length 2896
17:48:27.052543 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1349536:1352432, ack 1, win 58, options [nop,nop,TS val 27836774 ecr 27836774], length 2896
17:48:27.055235 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1352432:1355328, ack 1, win 58, options [nop,nop,TS val 27836775 ecr 27836774], length 2896
17:48:27.057926 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1355328:1358224, ack 1, win 58, options [nop,nop,TS val 27836776 ecr 27836775], length 2896
17:48:27.060618 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1358224:1361120, ack 1, win 58, options [nop,nop,TS val 27836776 ecr 27836776], length 2896
17:48:27.063311 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1361120:1364016, ack 1, win 58, options [nop,nop,TS val 27836777 ecr 27836776], length 2896
17:48:27.066003 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1364016:1366912, ack 1, win 58, options [nop,nop,TS val 27836778 ecr 27836777], length 2896
17:48:27.068693 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1366912:1369808, ack 1, win 58, options [nop,nop,TS val 27836778 ecr 27836778], length 2896
17:48:27.071384 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1369808:1372704, ack 1, win 58, options [nop,nop,TS val 27836779 ecr 27836778], length 2896
17:48:27.074076 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1372704:1375600, ack 1, win 58, options [nop,nop,TS val 27836780 ecr 27836779], length 2896
17:48:27.076767 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1375600:1378496, ack 1, win 58, options [nop,nop,TS val 27836780 ecr 27836780], length 2896
17:48:27.079459 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1378496:1381392, ack 1, win 58, options [nop,nop,TS val 27836781 ecr 27836781], length 2896
17:48:27.082150 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1381392:1384288, ack 1, win 58, options [nop,nop,TS val 27836782 ecr 27836781], length 2896
17:48:27.084842 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1384288:1387184, ack 1, win 58, options [nop,nop,TS val 27836782 ecr 27836782], length 2896
17:48:27.087534 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1387184:1390080, ack 1, win 58, options [nop,nop,TS val 27836783 ecr 27836782], length 2896
17:48:27.090225 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1390080:1392976, ack 1, win 58, options [nop,nop,TS val 27836784 ecr 27836783], length 2896
17:48:27.092917 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1392976:1395872, ack 1, win 58, options [nop,nop,TS val 27836785 ecr 27836784], length 2896
17:48:27.095608 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1395872:1398768, ack 1, win 58, options [nop,nop,TS val 27836785 ecr 27836785], length 2896
17:48:27.098300 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1398768:1401664, ack 1, win 58, options [nop,nop,TS val 27836786 ecr 27836785], length 2896
17:48:27.100991 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1401664:1404560, ack 1, win 58, options [nop,nop,TS val 27836787 ecr 27836786], length 2896
17:48:27.103683 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1404560:1407456, ack 1, win 58, options [nop,nop,TS val 27836787 ecr 27836787], length 2896
17:48:27.106374 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1407456:1410352, ack 1, win 58, options [nop,nop,TS val 27836788 ecr 27836787], length 2896
17:48:27.109066 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1410352:1413248, ack 1, win 58, options [nop,nop,TS val 27836789 ecr 27836788], length 2896
17:48:27.111758 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1413248:1416144, ack 1, win 58, options [nop,nop,TS val 27836789 ecr 27836789], length 2896
17:48:27.114449 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1416144:1419040, ack 1, win 58, options [nop,nop,TS val 27836790 ecr 27836789], length 2896
17:48:27.117141 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1419040:1421936, ack 1, win 58, options [nop,nop,TS val 27836791 ecr 27836790], length 2896
17:48:27.119832 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1421936:1424832, ack 1, win 58, options [nop,nop,TS val 27836791 ecr 27836791], length 2896
17:48:27.122524 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1424832:1427728, ack 1, win 58, options [nop,nop,TS val 27836792 ecr 27836791], length 2896
17:48:27.125215 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1427728:1430624, ack 1, win 58, options [nop,nop,TS val 27836793 ecr 27836792], length 2896
17:48:27.127907 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1430624:1433520, ack 1, win 58, options [nop,nop,TS val 27836793 ecr 27836793], length 2896
17:48:27.130599 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1433520:1436416, ack 1, win 58, options [nop,nop,TS val 27836794 ecr 27836793], length 2896
17:48:27.133290 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1436416:1439312, ack 1, win 58, options [nop,nop,TS val 27836795 ecr 27836794], length 2896
17:48:27.135982 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1439312:1442208, ack 1, win 58, options [nop,nop,TS val 27836795 ecr 27836795], length 2896
17:48:27.138673 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1442208:1445104, ack 1, win 58, options [nop,nop,TS val 27836796 ecr 27836795], length 2896
17:48:27.141365 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1445104:1448000, ack 1, win 58, options [nop,nop,TS val 27836797 ecr 27836796], length 2896
17:48:27.144056 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1448000:1450896, ack 1, win 58, options [nop,nop,TS val 27836797 ecr 27836797], length 2896
17:48:27.146748 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1450896:1453792, ack 1, win 58, options [nop,nop,TS val 27836798 ecr 27836797], length 2896
17:48:27.149439 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1453792:1456688, ack 1, win 58, options [nop,nop,TS val 27836799 ecr 27836798], length 2896
17:48:27.152131 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1456688:1459584, ack 1, win 58, options [nop,nop,TS val 27836799 ecr 27836799], length 2896
17:48:27.154822 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1459584:1462480, ack 1, win 58, options [nop,nop,TS val 27836800 ecr 27836799], length 2896
17:48:27.157514 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [P.], seq 1462480:1465376, ack 1, win 58, options [nop,nop,TS val 27836801 ecr 27836800], length 2896
17:48:27.160205 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1465376:1468272, ack 1, win 58, options [nop,nop,TS val 27836801 ecr 27836801], length 2896
17:48:27.162897 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1468272:1471168, ack 1, win 58, options [nop,nop,TS val 27836802 ecr 27836801], length 2896
17:48:27.165589 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1471168:1474064, ack 1, win 58, options [nop,nop,TS val 27836803 ecr 27836802], length 2896
17:48:27.168280 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1474064:1476960, ack 1, win 58, options [nop,nop,TS val 27836803 ecr 27836803], length 2896
17:48:27.170972 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1476960:1479856, ack 1, win 58, options [nop,nop,TS val 27836804 ecr 27836803], length 2896
17:48:27.173665 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1479856:1482752, ack 1, win 58, options [nop,nop,TS val 27836805 ecr 27836804], length 2896
17:48:27.176355 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1482752:1485648, ack 1, win 58, options [nop,nop,TS val 27836805 ecr 27836805], length 2896
17:48:27.179047 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1485648:1488544, ack 1, win 58, options [nop,nop,TS val 27836806 ecr 27836805], length 2896
17:48:27.181738 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1488544:1491440, ack 1, win 58, options [nop,nop,TS val 27836807 ecr 27836806], length 2896
17:48:27.184430 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1491440:1494336, ack 1, win 58, options [nop,nop,TS val 27836807 ecr 27836807], length 2896
17:48:27.187121 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1494336:1497232, ack 1, win 58, options [nop,nop,TS val 27836808 ecr 27836807], length 2896
17:48:27.189813 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1497232:1500128, ack 1, win 58, options [nop,nop,TS val 27836809 ecr 27836808], length 2896
17:48:27.192504 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1500128:1503024, ack 1, win 58, options [nop,nop,TS val 27836809 ecr 27836809], length 2896
17:48:27.195196 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1503024:1505920, ack 1, win 58, options [nop,nop,TS val 27836810 ecr 27836809], length 2896
17:48:27.197887 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1505920:1508816, ack 1, win 58, options [nop,nop,TS val 27836811 ecr 27836810], length 2896
17:48:27.200579 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1508816:1511712, ack 1, win 58, options [nop,nop,TS val 27836811 ecr 27836811], length 2896
17:48:27.203271 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1511712:1514608, ack 1, win 58, options [nop,nop,TS val 27836812 ecr 27836811], length 2896
17:48:27.205962 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1514608:1517504, ack 1, win 58, options [nop,nop,TS val 27836813 ecr 27836812], length 2896
17:48:27.208654 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1517504:1520400, ack 1, win 58, options [nop,nop,TS val 27836813 ecr 27836813], length 2896
17:48:27.211345 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1520400:1523296, ack 1, win 58, options [nop,nop,TS val 27836814 ecr 27836813], length 2896
17:48:27.214037 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1523296:1526192, ack 1, win 58, options [nop,nop,TS val 27836815 ecr 27836814], length 2896
17:48:27.216728 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1526192:1529088, ack 1, win 58, options [nop,nop,TS val 27836815 ecr 27836815], length 2896
17:48:27.219420 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1529088:1531984, ack 1, win 58, options [nop,nop,TS val 27836816 ecr 27836815], length 2896
17:48:27.222111 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1531984:1534880, ack 1, win 58, options [nop,nop,TS val 27836817 ecr 27836816], length 2896
17:48:27.224803 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1534880:1537776, ack 1, win 58, options [nop,nop,TS val 27836817 ecr 27836817], length 2896
17:48:27.227494 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1537776:1540672, ack 1, win 58, options [nop,nop,TS val 27836818 ecr 27836817], length 2896
17:48:27.230186 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1540672:1543568, ack 1, win 58, options [nop,nop,TS val 27836819 ecr 27836818], length 2896
17:48:27.232878 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1543568:1546464, ack 1, win 58, options [nop,nop,TS val 27836819 ecr 27836819], length 2896
17:48:27.235569 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1546464:1549360, ack 1, win 58, options [nop,nop,TS val 27836820 ecr 27836819], length 2896
17:48:27.238261 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1549360:1552256, ack 1, win 58, options [nop,nop,TS val 27836821 ecr 27836820], length 2896
17:48:27.240953 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1552256:1555152, ack 1, win 58, options [nop,nop,TS val 27836822 ecr 27836821], length 2896
17:48:27.243644 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1555152:1558048, ack 1, win 58, options [nop,nop,TS val 27836822 ecr 27836822], length 2896
17:48:27.246335 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1558048:1560944, ack 1, win 58, options [nop,nop,TS val 27836823 ecr 27836822], length 2896
17:48:27.249027 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1560944:1563840, ack 1, win 58, options [nop,nop,TS val 27836824 ecr 27836823], length 2896
17:48:27.251719 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1563840:1566736, ack 1, win 58, options [nop,nop,TS val 27836824 ecr 27836824], length 2896
17:48:27.254410 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1566736:1569632, ack 1, win 58, options [nop,nop,TS val 27836825 ecr 27836824], length 2896
17:48:27.257102 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1569632:1572528, ack 1, win 58, options [nop,nop,TS val 27836826 ecr 27836825], length 2896
17:48:27.259794 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1572528:1575424, ack 1, win 58, options [nop,nop,TS val 27836826 ecr 27836826], length 2896
17:48:27.262627 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1575424:1578320, ack 1, win 58, options [nop,nop,TS val 27836827 ecr 27836826], length 2896
17:48:27.265318 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1578320:1581216, ack 1, win 58, options [nop,nop,TS val 27836828 ecr 27836827], length 2896
17:48:27.268010 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1581216:1584112, ack 1, win 58, options [nop,nop,TS val 27836828 ecr 27836828], length 2896
17:48:27.270701 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1584112:1587008, ack 1, win 58, options [nop,nop,TS val 27836829 ecr 27836828], length 2896
17:48:27.273396 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1587008:1589904, ack 1, win 58, options [nop,nop,TS val 27836830 ecr 27836829], length 2896
17:48:27.276085 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1589904:1592800, ack 1, win 58, options [nop,nop,TS val 27836830 ecr 27836830], length 2896
17:48:27.278776 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1592800:1595696, ack 1, win 58, options [nop,nop,TS val 27836831 ecr 27836830], length 2896
17:48:27.281468 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1595696:1598592, ack 1, win 58, options [nop,nop,TS val 27836832 ecr 27836831], length 2896
17:48:27.284159 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1598592:1601488, ack 1, win 58, options [nop,nop,TS val 27836832 ecr 27836832], length 2896
17:48:27.286851 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1601488:1604384, ack 1, win 58, options [nop,nop,TS val 27836833 ecr 27836832], length 2896
17:48:27.289543 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1604384:1607280, ack 1, win 58, options [nop,nop,TS val 27836834 ecr 27836833], length 2896
17:48:27.292234 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1607280:1610176, ack 1, win 58, options [nop,nop,TS val 27836834 ecr 27836834], length 2896
17:48:27.294925 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1610176:1613072, ack 1, win 58, options [nop,nop,TS val 27836835 ecr 27836834], length 2896
17:48:27.297617 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1613072:1615968, ack 1, win 58, options [nop,nop,TS val 27836836 ecr 27836835], length 2896
17:48:27.300309 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1615968:1618864, ack 1, win 58, options [nop,nop,TS val 27836836 ecr 27836836], length 2896
17:48:27.303000 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [P.], seq 1618864:1621760, ack 1, win 58, options [nop,nop,TS val 27836837 ecr 27836836], length 2896
17:48:27.305692 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1621760:1624656, ack 1, win 58, options [nop,nop,TS val 27836838 ecr 27836837], length 2896
17:48:27.308384 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1624656:1627552, ack 1, win 58, options [nop,nop,TS val 27836838 ecr 27836838], length 2896
17:48:27.311075 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1627552:1630448, ack 1, win 58, options [nop,nop,TS val 27836839 ecr 27836838], length 2896
17:48:27.313766 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1630448:1633344, ack 1, win 58, options [nop,nop,TS val 27836840 ecr 27836839], length 2896
17:48:27.316458 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1633344:1636240, ack 1, win 58, options [nop,nop,TS val 27836840 ecr 27836840], length 2896
17:48:27.319149 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1636240:1639136, ack 1, win 58, options [nop,nop,TS val 27836841 ecr 27836840], length 2896
17:48:27.321841 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1639136:1642032, ack 1, win 58, options [nop,nop,TS val 27836842 ecr 27836841], length 2896
17:48:27.324533 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1642032:1644928, ack 1, win 58, options [nop,nop,TS val 27836842 ecr 27836842], length 2896
17:48:27.327224 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1644928:1647824, ack 1, win 58, options [nop,nop,TS val 27836843 ecr 27836842], length 2896
17:48:27.329916 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1647824:1650720, ack 1, win 58, options [nop,nop,TS val 27836844 ecr 27836843], length 2896
17:48:27.332607 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1650720:1653616, ack 1, win 58, options [nop,nop,TS val 27836844 ecr 27836844], length 2896
17:48:27.335299 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1653616:1656512, ack 1, win 58, options [nop,nop,TS val 27836845 ecr 27836844], length 2896
17:48:27.337990 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1656512:1659408, ack 1, win 58, options [nop,nop,TS val 27836846 ecr 27836845], length 2896
17:48:27.340682 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1659408:1662304, ack 1, win 58, options [nop,nop,TS val 27836846 ecr 27836846], length 2896
17:48:27.343373 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1662304:1665200, ack 1, win 58, options [nop,nop,TS val 27836847 ecr 27836846], length 2896
17:48:27.346065 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1665200:1668096, ack 1, win 58, options [nop,nop,TS val 27836848 ecr 27836847], length 2896
17:48:27.348757 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1668096:1670992, ack 1, win 58, options [nop,nop,TS val 27836848 ecr 27836848], length 2896
17:48:27.351448 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1670992:1673888, ack 1, win 58, options [nop,nop,TS val 27836849 ecr 27836848], length 2896
17:48:27.354140 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1673888:1676784, ack 1, win 58, options [nop,nop,TS val 27836850 ecr 27836849], length 2896
17:48:27.356831 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1676784:1679680, ack 1, win 58, options [nop,nop,TS val 27836850 ecr 27836850], length 2896
17:48:27.359523 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1679680:1682576, ack 1, win 58, options [nop,nop,TS val 27836851 ecr 27836850], length 2896
17:48:27.362214 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1682576:1685472, ack 1, win 58, options [nop,nop,TS val 27836852 ecr 27836851], length 2896
17:48:27.364906 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1685472:1688368, ack 1, win 58, options [nop,nop,TS val 27836852 ecr 27836852], length 2896
17:48:27.367597 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1688368:1691264, ack 1, win 58, options [nop,nop,TS val 27836853 ecr 27836853], length 2896
17:48:27.370290 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 1691264:1694160, ack 1, win 58, options [nop,nop,TS val 27836854 ecr 27836853], length 2896
